Query_ID	Target_ID	Optimal_offset	p-value	Correlation	q-value	Orientation
38	egr1	.	0.0002720150532405449	0.0002720150532405449	0.00641955525647686	.
38	batf2+batf3	.	0.000303650907468903	0.000303650907468903	0.006635334644690843	.
38	meis3	.	0.00029279545758467473	0.00029279545758467473	0.006635334644690843	.
38	hic1l+hic2	.	0.00032699940185909187	0.00032699940185909187	0.006890344539173722	.
38	neurod1	.	0.0003693136384494835	0.0003693136384494835	0.007513622299489492	.
38	cxxc1a+cxxc1b+mbd1a+mbd1b	.	0.0003852336433618213	0.0003852336433618213	0.007576261652782486	.
38	creb5a+creb5b	.	0.0004615498365486888	0.0004615498365486888	0.00867667267757523	.
38	nr2c1	.	0.0004705991960718769	0.0004705991960718769	0.00867667267757523	.
38	nfia	.	0.0006453843913987938	0.0006453843913987938	0.01133955534076752	.
38	atf2	.	0.0006837317938210868	0.0006837317938210868	0.01133955534076752	.
38	atf3	.	0.0006747924180259057	0.0006747924180259057	0.01133955534076752	.
38	pparab	.	0.000691905071640052	0.000691905071640052	0.01133955534076752	.
38	pax2b	.	0.0007349856348784476	0.0007349856348784476	0.011720041204818489	.
38	nfixa+nfixb	.	0.000844001295445129	0.000844001295445129	0.013104230639805951	.
38	CABZ01090890.1+atf6	.	0.0010843096236879935	0.0010843096236879935	0.016403658409638876	.
38	tcf12	.	0.0011249309602510747	0.0011249309602510747	0.016592731663703352	.
38	id4	.	0.0012138570702242232	0.0012138570702242232	0.017467699303226628	.
38	CABZ01079241.1+zfx+znf711	.	0.00127323260701517	0.00127323260701517	0.01788588662235596	.
38	e4f1+si:dkeyp-79b7.12	.	0.0013949320943688482	0.0013949320943688482	0.017891520340817833	.
38	nfic	.	0.0013260806324995947	0.0013260806324995947	0.017891520340817833	.
38	gli2a+gli3	.	0.0013631639034974968	0.0013631639034974968	0.017891520340817833	.
38	thraa+thrab	.	0.0013899664642590542	0.0013899664642590542	0.017891520340817833	.
38	tgif1	.	0.0014258615764388544	0.0014258615764388544	0.017899113406360086	.
38	zic3	.	0.0016392674666834543	0.0016392674666834543	0.020149329277984126	.
38	tbxta+tbxtb	.	0.0017221645656305179	0.0017221645656305179	0.020321541874440113	.
38	roraa+rorab	.	0.0016947068006236145	0.0016947068006236145	0.020321541874440113	.
38	twist1a+twist1b+twist3	.	0.0017684877298820936	0.0017684877298820936	0.020458975698635983	.
38	fosl2l	.	0.0021693177072201774	0.0021693177072201774	0.02461341244730586	.
38	znf740a+znf740b	.	0.002279599484248129	0.002279599484248129	0.025376673503894265	.
38	nr4a2a	.	0.0028308306258799454	0.0028308306258799454	0.03092944572720681	.
38	mtf1	.	0.0032994045031229813	0.0032994045031229813	0.03539361194259198	.
38	myf6+ttf1.4	.	0.0036677679636565224	0.0036677679636565224	0.03607476373772567	.
38	si:ch211-69l10.4+tbx15	.	0.003668620041124644	0.003668620041124644	0.03607476373772567	.
38	tbx4	.	0.003547330810074734	0.003547330810074734	0.03607476373772567	.
38	runx2a+runx2b	.	0.003517564247829042	0.003517564247829042	0.03607476373772567	.
38	wt1a+wt1b	.	0.0035663001931580357	0.0035663001931580357	0.03607476373772567	.
38	klf12b	.	0.0037312235347473893	0.0037312235347473893	0.036088883368868195	.
38	AL807792.3+atoh1a+atoh1b+atoh1c+bloc1s2	.	0.0039566214537049395	0.0039566214537049395	0.03765172028525668	.
38	smarcc1a+smarcc1b	.	0.004168764012760648	0.004168764012760648	0.038846460501075195	.
38	maff+mafga+mafgb	.	0.0042138533424895125	0.0042138533424895125	0.038846460501075195	.
38	myod1	.	0.004305996374049481	0.004305996374049481	0.03908519785675683	.
38	nr2f1a	.	0.004474739852498643	0.004474739852498643	0.0400014623177909	.
38	klf4	.	0.004621890942586972	0.004621890942586972	0.040364973511905135	.
38	tbx16+tbx16l+tbx2a+tbx2b	.	0.004652234235270423	0.004652234235270423	0.040364973511905135	.
38	tfap2d	.	0.004754084349972923	0.004754084349972923	0.04065086618092789	.
38	sp1	.	0.00490358056579218	0.00490358056579218	0.04133017905453409	.
38	her12+her15.1+her15.2+her2+her4.1+her4.2+her4.3+her4.4	.	0.005059367723916119	0.005059367723916119	0.041785283741614825	.
38	myb	.	0.005099221066773334	0.005099221066773334	0.041785283741614825	.
38	e2f2	.	0.005404522664729313	0.005404522664729313	0.0425155782958706	.
38	znf143b	.	0.005389594757460446	0.005389594757460446	0.0425155782958706	.
38	rsl1d1+sp3a	.	0.0053956321454533135	0.0053956321454533135	0.0425155782958706	.
38	mybl2a	.	0.005588393145231186	0.005588393145231186	0.04338357836429474	.
38	prdm2a	.	0.005808907454310033	0.005808907454310033	0.044509810364193755	.
38	her1+her11+her5	.	0.005913954074161792	0.005913954074161792	0.044733755176352016	.
38	TCF4	.	0.006212834005848377	0.006212834005848377	0.046296796429458026	.
38	patz1	.	0.0062775317192485455	0.0062775317192485455	0.046296796429458026	.
38	esrra+esrrgb	.	0.006705997428934263	0.006705997428934263	0.048846154111990316	.
39	tfdp1a+tfdp1b	.	5.087490252367795e-08	5.087490252367795e-08	3.001619248896999e-05	.
39	rsl1d1+sp3a	.	4.029391394495461e-07	4.029391394495461e-07	0.00011886704613761609	.
39	sp1	.	1.2174637901016521e-06	1.2174637901016521e-06	0.00014366072723199496	.
39	znf740a+znf740b	.	8.237378270099586e-07	8.237378270099586e-07	0.00014366072723199496	.
39	snai1a	.	1.1819557756353622e-06	1.1819557756353622e-06	0.00014366072723199496	.
39	klf4	.	1.5734917031775607e-06	1.5734917031775607e-06	0.00015472668414579345	.
39	si:dkey-229b18.3+snai2	.	3.2090343166637393e-06	3.2090343166637393e-06	0.00027047574954737236	.
39	patz1	.	4.231960167552927e-06	4.231960167552927e-06	0.00027742849987291414	.
39	zbtb7a+zbtb7c	.	3.96263924827803e-06	3.96263924827803e-06	0.00027742849987291414	.
39	snai1b+snai3	.	7.030271152829569e-06	7.030271152829569e-06	0.0003770781800154041	.
39	TCF4	.	6.802133259193222e-06	6.802133259193222e-06	0.0003770781800154041	.
39	wt1a+wt1b	.	8.532029259027757e-06	8.532029259027757e-06	0.00041949143856886474	.
39	si:ch211-69l10.4+tbx15	.	9.484127455400156e-06	9.484127455400156e-06	0.0004304334768220071	.
39	e2f6	.	2.2139204702188376e-05	2.2139204702188376e-05	0.0007011969110845949	.
39	e2f1	.	2.1076443072372434e-05	2.1076443072372434e-05	0.0007011969110845949	.
39	mgaa	.	2.2993121928731497e-05	2.2993121928731497e-05	0.0007011969110845949	.
39	e2f7	.	2.3769386816426945e-05	2.3769386816426945e-05	0.0007011969110845949	.
39	zeb1a+zeb1b	.	1.671508907246657e-05	1.671508907246657e-05	0.0007011969110845949	.
39	prdm2a	.	2.264210818226908e-05	2.264210818226908e-05	0.0007011969110845949	.
39	tbx4	.	1.9278152459678722e-05	1.9278152459678722e-05	0.0007011969110845949	.
39	tbx1	.	3.0140097986967792e-05	3.0140097986967792e-05	0.0008467932291576666	.
39	tbx16+tbx16l+tbx2a+tbx2b	.	3.3947789883976266e-05	3.3947789883976266e-05	0.0009104180014339088	.
39	mecp2	.	3.704431007639918e-05	3.704431007639918e-05	0.0009502670845685007	.
39	srebf2	.	4.236338850828285e-05	4.236338850828285e-05	0.00104143330082862	.
39	tbxta+tbxtb	.	6.109564963216142e-05	6.109564963216142e-05	0.0014418573313190095	.
39	klf5l+klf6a+klf6b	.	6.45465322676196e-05	6.45465322676196e-05	0.001464709770688291	.
39	tbx5a+tbx5b	.	7.076900410994581e-05	7.076900410994581e-05	0.0015101903247170376	.
39	gli2a+gli3	.	7.167004930860517e-05	7.167004930860517e-05	0.0015101903247170376	.
39	zic2a+zic2b	.	7.507362989538859e-05	7.507362989538859e-05	0.0015273600564923886	.
39	tbr1a+tbr1b+tbx21	.	8.271345525394875e-05	8.271345525394875e-05	0.0016266979533276589	.
39	plag1+plagx	.	0.00010191520636640105	0.00010191520636640105	0.0018790616173805193	.
39	sp8a+sp8b	.	0.00010048783775988801	0.00010048783775988801	0.0018790616173805193	.
39	e2f8	.	0.00015500805360927185	0.00015500805360927185	0.002771356109983951	.
39	ikzf1	.	0.00028609383285956074	0.00028609383285956074	0.004964569452562966	.
39	zic3	.	0.0003351509792802052	0.0003351509792802052	0.005649687936437745	.
39	BX572630.1+relb	.	0.0004869441028840765	0.0004869441028840765	0.007764784343286625	.
39	yy1a+yy1b	.	0.00047478387883928314	0.00047478387883928314	0.007764784343286625	.
39	nfkb1	.	0.0007245628744860983	0.0007245628744860983	0.011249791998599948	.
39	foxn1	.	0.0008211597283984013	0.0008211597283984013	0.012422672814232224	.
39	e2f2	.	0.0008890726050991821	0.0008890726050991821	0.013113820925212936	.
39	zbtb14	.	0.001138212680549794	0.001138212680549794	0.016379158085960452	.
39	rcor1	.	0.0012945895112688702	0.0012945895112688702	0.018185900277348413	.
39	arnt2	.	0.0027997225304291127	0.0027997225304291127	0.03754173393075401	.
39	mta3	.	0.0027462720952595196	0.0027462720952595196	0.03754173393075401	.
39	e2f5	.	0.002906165764864196	0.002906165764864196	0.03810306225044168	.
39	arnt	.	0.0036242408248613124	0.0036242408248613124	0.044841113394718655	.
39	hmx4	.	0.003643051337593049	0.003643051337593049	0.044841113394718655	.
39	rel	.	0.003648090581265247	0.003648090581265247	0.044841113394718655	.
40	tfdp1a+tfdp1b	.	2.3646875872897174e-08	2.3646875872897174e-08	1.3951656765009333e-05	.
40	arnt2	.	1.1502963237232606e-06	1.1502963237232606e-06	0.0003393374154983619	.
40	zbtb14	.	2.1062713040202726e-06	2.1062713040202726e-06	0.0004142333564573203	.
40	e2f7	.	6.812076368875696e-06	6.812076368875696e-06	0.001004781264409165	.
40	arnt	.	1.163996162923934e-05	1.163996162923934e-05	0.0013735154722502422	.
40	e2f2	.	1.7233064079847215e-05	1.7233064079847215e-05	0.0014525011153014083	.
40	e2f5	.	1.624122211494473e-05	1.624122211494473e-05	0.0014525011153014083	.
40	mycn	.	3.0425591029459604e-05	3.0425591029459604e-05	0.002062595097253085	.
40	e2f1	.	3.146331504284367e-05	3.146331504284367e-05	0.002062595097253085	.
40	hey1+heyl	.	4.047983886646831e-05	4.047983886646831e-05	0.00238831049312163	.
40	foxn1	.	5.171113329203622e-05	5.171113329203622e-05	0.0024102337549793784	.
40	mycb	.	5.0177753392031694e-05	5.0177753392031694e-05	0.0024102337549793784	.
40	hey2	.	5.310684544869816e-05	5.310684544869816e-05	0.0024102337549793784	.
40	zgc:161969	.	5.898161422484053e-05	5.898161422484053e-05	0.002485653742332565	.
40	mnta+mntb	.	8.681257385261867e-05	8.681257385261867e-05	0.003414627904869668	.
40	gmeb2	.	9.774716602418187e-05	9.774716602418187e-05	0.0036044267471417066	.
40	max+si:ch73-59f11.3	.	0.00011180862611754956	0.00011180862611754956	0.0038804170240796607	.
40	myca+mych	.	0.0001341334143935761	0.0001341334143935761	0.004165195499589995	.
40	mecp2	.	0.0001307570242791268	0.0001307570242791268	0.004165195499589995	.
40	mlxipl	.	0.00016093681086142277	0.00016093681086142277	0.0047476359204119715	.
40	e2f6	.	0.0001774904400127092	0.0001774904400127092	0.0049866361717856396	.
40	mlx	.	0.00019163700753614503	0.00019163700753614503	0.005071838808289654	.
40	tfeb	.	0.00020631208711686732	0.00020631208711686732	0.005071838808289654	.
40	mxi1	.	0.00019935932909627933	0.00019935932909627933	0.005071838808289654	.
40	gcm2	.	0.0002255688519656038	0.0002255688519656038	0.00532342490638825	.
40	clocka+clockb+npas2	.	0.00029857621480645306	0.00029857621480645306	0.006775383335992589	.
40	usf1	.	0.000311340692424657	0.000311340692424657	0.006803370686316579	.
40	bhlhe41	.	0.00032483033471164937	0.00032483033471164937	0.006844639195709755	.
40	egr1	.	0.0003730344842048541	0.0003730344842048541	0.007411430182511797	.
40	klf12a	.	0.00037685238216161675	0.00037685238216161675	0.007411430182511797	.
40	xbp1	.	0.0003937051026044004	0.0003937051026044004	0.007493097114083749	.
40	wt1a+wt1b	.	0.0006771827854969077	0.0006771827854969077	0.012485557607599234	.
40	creb3l2	.	0.0008206599236754876	0.0008206599236754876	0.014672404696016293	.
40	srebf1	.	0.0008577708653664903	0.0008577708653664903	0.014884847369594978	.
40	her12+her15.1+her15.2+her2+her4.1+her4.2+her4.3+her4.4	.	0.0009707858235883417	0.0009707858235883417	0.01636467531191776	.
40	elf1	.	0.0011195352226311987	0.0011195352226311987	0.0183479383709002	.
40	cebpd	.	0.001227065266857247	0.001227065266857247	0.019051802827520416	.
40	cxxc1a+cxxc1b+mbd1a+mbd1b	.	0.001205911210441211	0.001205911210441211	0.019051802827520416	.
40	usf2	.	0.001397564536465889	0.001397564536465889	0.021142642987560887	.
40	her1+her11+her5	.	0.0015209266514626106	0.0015209266514626106	0.022433668109073504	.
40	mbd2	.	0.0016342046670588207	0.0016342046670588207	0.022706475458185407	.
40	egr2a+egr2b	.	0.0016548787198338516	0.0016548787198338516	0.022706475458185407	.
40	usf1l	.	0.0016201919418943537	0.0016201919418943537	0.022706475458185407	.
40	hinfp	.	0.001726356021206489	0.001726356021206489	0.02314886482981428	.
40	e2f8	.	0.0018926374679497312	0.0018926374679497312	0.02481458013534092	.
40	e4f1+si:dkeyp-79b7.12	.	0.002685470906275488	0.002685470906275488	0.030469766051971884	.
40	atf1	.	0.0025090313156840853	0.0025090313156840853	0.030469766051971884	.
40	prox1a+prox2+prox3	.	0.002503370543347097	0.002503370543347097	0.030469766051971884	.
40	rsl1d1+sp3a	.	0.0026698555366352038	0.0026698555366352038	0.030469766051971884	.
40	sp1	.	0.002530376476190838	0.002530376476190838	0.030469766051971884	.
40	mtf1	.	0.0026001164559656385	0.0026001164559656385	0.030469766051971884	.
40	tfap2d	.	0.002612560565631652	0.002612560565631652	0.030469766051971884	.
40	CABZ01090890.1+atf6	.	0.0029026604332105287	0.0029026604332105287	0.032312635011211545	.
40	etv5a+etv5b	.	0.0031871783211043546	0.0031871783211043546	0.03482287424910313	.
40	hap1	.	0.0033792834156954926	0.0033792834156954926	0.036250494822915286	.
40	irf4a+irf4b	.	0.003570869048120313	0.003570869048120313	0.037621656042696155	.
40	elk4	.	0.0036728656854117794	0.0036728656854117794	0.03801738165601666	.
40	etv1	.	0.004872496015996963	0.004872496015996963	0.049565045679969104	.
41	arnt2	.	2.036359275412716e-08	2.036359275412716e-08	1.2014519724935023e-05	.
41	sp8a+sp8b	.	1.0941033241660445e-06	1.0941033241660445e-06	0.00021517365375265543	.
41	rsl1d1+sp3a	.	1.0060340607754352e-06	1.0060340607754352e-06	0.00021517365375265543	.
41	mgaa	.	5.013252848835792e-06	5.013252848835792e-06	0.0007394547952032793	.
41	tbx1	.	7.0666566529613006e-06	7.0666566529613006e-06	0.0008338654850494335	.
41	si:ch211-69l10.4+tbx15	.	1.0865053705296717e-05	1.0865053705296717e-05	0.0010683969476875104	.
41	wt1a+wt1b	.	1.3423110323078404e-05	1.3423110323078404e-05	0.0011313764415166086	.
41	hmx4	.	1.5849640687083875e-05	1.5849640687083875e-05	0.0011689110006724358	.
41	tbx4	.	1.9675614699646175e-05	1.9675614699646175e-05	0.0012898458525323604	.
41	egr2a+egr2b	.	3.3124323202307355e-05	3.3124323202307355e-05	0.001954335068936134	.
41	klf4	.	4.21491584638658e-05	4.21491584638658e-05	0.0022607275903346203	.
41	arnt	.	9.062244461418115e-05	9.062244461418115e-05	0.0044556035268639065	.
41	tbxta+tbxtb	.	0.0001946557784548039	0.0001946557784548039	0.00820335066345245	.
41	gcm2	.	0.00018989478052788662	0.00018989478052788662	0.00820335066345245	.
41	hey2	.	0.00023350378642294974	0.00023350378642294974	0.009184482265969357	.
41	egr1	.	0.0002699511152139934	0.0002699511152139934	0.009954447373516006	.
41	hey1+heyl	.	0.0002935493877084755	0.0002935493877084755	0.010187890514588268	.
41	hap1	.	0.0003715916094312466	0.0003715916094312466	0.012179947198024196	.
41	mespaa+mespab+mespba+mespbb	.	0.0005038559507781951	0.0005038559507781951	0.015646053208375532	.
41	tbx5a+tbx5b	.	0.0007165093420184173	0.0007165093420184173	0.020803924002647488	.
41	fosl2l	.	0.0007757395390817708	0.0007757395390817708	0.020803924002647488	.
41	myca+mych	.	0.0007408892105298424	0.0007408892105298424	0.020803924002647488	.
41	gmeb2	.	0.00081888262696499	0.00081888262696499	0.021006119561275828	.
41	foxc1a+foxc1b	.	0.0008614556732214093	0.0008614556732214093	0.02117745196669298	.
41	id4	.	0.0009699824090193866	0.0009699824090193866	0.022891584852857524	.
41	znf740a+znf740b	.	0.0012170149021276874	0.0012170149021276874	0.024095893629631798	.
41	twist1a+twist1b+twist3	.	0.0011122575787836746	0.0011122575787836746	0.024095893629631798	.
41	fosl2	.	0.0012252149303202608	0.0012252149303202608	0.024095893629631798	.
41	tfdp1a+tfdp1b	.	0.0011071848345765984	0.0011071848345765984	0.024095893629631798	.
41	clocka+clockb+npas2	.	0.0011511647636022495	0.0011511647636022495	0.024095893629631798	.
41	nkx3-2+nkx3.3-2	.	0.0012946572290111035	0.0012946572290111035	0.024640250487630678	.
41	TCF4	.	0.001367104892412406	0.001367104892412406	0.025205996453853734	.
41	mycn	.	0.0015267759908363892	0.0015267759908363892	0.02729690407858999	.
41	mxi1	.	0.0016070527106624086	0.0016070527106624086	0.027887091155612383	.
41	nkx2.5	.	0.0020298809778033526	0.0020298809778033526	0.03421799362582795	.
41	snai1a	.	0.0021015306552709815	0.0021015306552709815	0.03444175240582997	.
41	gli2a+gli3	.	0.0024166451163687435	0.0024166451163687435	0.03739254974487251	.
41	nkx3.3-1	.	0.002461464517728859	0.002461464517728859	0.03739254974487251	.
41	mnta+mntb	.	0.00247171091533903	0.00247171091533903	0.03739254974487251	.
41	si:dkey-229b18.3+snai2	.	0.0026945896829913504	0.0026945896829913504	0.03974519782412242	.
41	bcl11aa+znf296	.	0.002891068839094802	0.002891068839094802	0.041603185733315444	.
41	snai1b+snai3	.	0.0031274975228514374	0.0031274975228514374	0.043933893773389236	.
41	klf12b	.	0.0032406410933539143	0.0032406410933539143	0.04446461035066999	.
41	runx1	.	0.003412474531594097	0.003412474531594097	0.04575818121910266	.
41	smarcc1a+smarcc1b	.	0.003722655740104558	0.003722655740104558	0.04880815303692643	.
43	sox5	.	2.5211860833574437e-08	2.5211860833574437e-08	7.437498945904459e-06	.
43	sox10	.	1.4022815711899767e-08	1.4022815711899767e-08	7.437498945904459e-06	.
43	foxg1a+foxg1c+foxg1d+zgc:113424	.	2.0363442581478442e-06	2.0363442581478442e-06	0.0003456672444803525	.
43	lef1	.	2.343506742239678e-06	2.343506742239678e-06	0.0003456672444803525	.
43	gata6	.	0.00010726494685953289	0.00010726494685953289	0.009040902663874915	.
43	foxh1+foxq1a+foxq1b+imp3	.	0.00010483607438977759	0.00010483607438977759	0.009040902663874915	.
43	hoxb6a+hoxb6b	.	8.462553819433664e-05	8.462553819433664e-05	0.009040902663874915	.
43	ikzf2	.	0.00015395155094662802	0.00015395155094662802	0.011353926882313816	.
43	srfa+srfb	.	0.0001994044820418454	0.0001994044820418454	0.013072071600520978	.
43	stat6	.	0.00027064577743422645	0.00027064577743422645	0.01596810086861936	.
43	foxp1a+foxp1b+foxp3a	.	0.0004059601975277777	0.0004059601975277777	0.021774228776489893	.
43	CABZ01087224.1+hlfb	.	0.0004448582259673835	0.0004448582259673835	0.02187219611006302	.
43	runx2a+runx2b	.	0.0005020427252258773	0.0005020427252258773	0.022785015991020584	.
43	foxp2	.	0.0005964479960548659	0.0005964479960548659	0.023460287844824727	.
43	hoxd11a	.	0.0005904422356153293	0.0005904422356153293	0.023460287844824727	.
43	nfil3+si:dkey-172o19.2	.	0.000964898428411048	0.000964898428411048	0.03488763917420023	.
43	foxg1b+si:rp71-45k5.2	.	0.001005237060951532	0.001005237060951532	0.03488763917420023	.
43	hoxc12a+hoxc12b	.	0.0011931865252592757	0.0011931865252592757	0.0379556415267001	.
43	foxd1+foxd7	.	0.001222300320351359	0.001222300320351359	0.0379556415267001	.
43	nfatc2a	.	0.00134957707283987	0.00134957707283987	0.037996223395018985	.
43	hoxc13a	.	0.0014521560599817798	0.0014521560599817798	0.037996223395018985	.
43	cebpa	.	0.0015325113721209836	0.0015325113721209836	0.037996223395018985	.
43	hoxc11a	.	0.001610009465890635	0.001610009465890635	0.037996223395018985	.
43	hoxc11b	.	0.0015554522625493416	0.0015554522625493416	0.037996223395018985	.
43	foxb1b+foxb2	.	0.0015494870385381189	0.0015494870385381189	0.037996223395018985	.
43	hoxa13a+hoxa13b	.	0.0018232542890555985	0.0018232542890555985	0.04137384732856935	.
43	BX548076.1+CR388055.1+cuedc1b+med22+si:dkey-56d12.4+zfhx3+zfhx3a+zfhx4	.	0.001945615855006909	0.001945615855006909	0.042515309424225045	.
43	ddx28+nfatc1+nfatc2b+nfatc3a+nfatc3b+nfatc4	.	0.0023353879723516614	0.0023353879723516614	0.04741899727662072	.
43	cebpd	.	0.002263046638871835	0.002263046638871835	0.04741899727662072	.
43	gata4	.	0.002411135454743426	0.002411135454743426	0.04741899727662072	.
43	gata5	.	0.002803508427193016	0.002803508427193016	0.04973000044059966	.
43	atf5a+atf5b	.	0.00274684707796002	0.00274684707796002	0.04973000044059966	.
43	cxxc1a+cxxc1b+mbd1a+mbd1b	.	0.0028657966355599804	0.0028657966355599804	0.04973000044059966	.
43	cebpb	.	0.002661901061373189	0.002661901061373189	0.04973000044059966	.
44	si:dkey-229b18.3+snai2	.	1.0672896126009971e-05	1.0672896126009971e-05	0.0029155765464477183	.
44	snai1b+snai3	.	1.0397620349750195e-05	1.0397620349750195e-05	0.0029155765464477183	.
44	snai1a	.	1.4824965490412128e-05	1.4824965490412128e-05	0.0029155765464477183	.
44	tcf12	.	0.00010985466199977979	0.00010985466199977979	0.016203562644967518	.
44	tcf3a+tcf3b	.	0.00017083235652016093	0.00017083235652016093	0.02015821806937899	.
44	myod1	.	0.00039918459394910335	0.00039918459394910335	0.039253151738328496	.
45	nfic	.	2.4936596214373083e-07	2.4936596214373083e-07	0.0001471259176648012	.
45	hap1	.	8.046370834261091e-07	8.046370834261091e-07	0.00015824529307380145	.
45	esr1+esr2a+esr2b	.	5.526935945120194e-07	5.526935945120194e-07	0.00015824529307380145	.
45	e2f2	.	1.1835147211891474e-06	1.1835147211891474e-06	0.00017456842137539925	.
45	tgif1	.	7.783183740364307e-06	7.783183740364307e-06	0.0009184156813629882	.
45	yy1a+yy1b	.	9.641546535152143e-06	9.641546535152143e-06	0.0009480854092899607	.
45	usf1l	.	1.6154786069396513e-05	1.6154786069396513e-05	0.0010590359756604381	.
45	maff+mafga+mafgb	.	1.3409073722675124e-05	1.3409073722675124e-05	0.0010590359756604381	.
45	pax2b	.	1.5564144100912347e-05	1.5564144100912347e-05	0.0010590359756604381	.
45	tp73	.	1.889318972770186e-05	1.889318972770186e-05	0.0011146981939344097	.
45	tfe3a+tfe3b	.	3.425106004358151e-05	3.425106004358151e-05	0.0015586831236423318	.
45	usf2	.	3.329910878762761e-05	3.329910878762761e-05	0.0015586831236423318	.
45	nfyal	.	3.434386543618697e-05	3.434386543618697e-05	0.0015586831236423318	.
45	rarga	.	6.165608310615998e-05	6.165608310615998e-05	0.002231411725332969	.
45	creb3l2	.	6.429491411976352e-05	6.429491411976352e-05	0.002231411725332969	.
45	tp63	.	5.689722881963704e-05	5.689722881963704e-05	0.002231411725332969	.
45	usf1	.	5.446009528347769e-05	5.446009528347769e-05	0.002231411725332969	.
45	meis3	.	8.18867829820181e-05	8.18867829820181e-05	0.0026840667755217043	.
45	tfeb	.	9.083922448486263e-05	9.083922448486263e-05	0.0028207969708457345	.
45	nfe2l1b+nfe2l2b	.	9.673517361095325e-05	9.673517361095325e-05	0.002853687621523121	.
45	bhlhe41	.	0.00010906503557035076	0.00010906503557035076	0.0030642081422146165	.
45	her12+her15.1+her15.2+her2+her4.1+her4.2+her4.3+her4.4	.	0.0001262366634354213	0.0001262366634354213	0.003385437792131753	.
45	mitfa+mitfb	.	0.00015038503737174324	0.00015038503737174324	0.0038577031325795	.
45	AL807792.3+atoh1a+atoh1b+atoh1c+bloc1s2	.	0.00015780105245937214	0.00015780105245937214	0.0038792758729595646	.
45	her1+her11+her5	.	0.00019073087604605803	0.00019073087604605803	0.00450124867468697	.
45	tfec	.	0.00025927966430177197	0.00025927966430177197	0.0057810198607002655	.
45	hnf4g	.	0.0002645551461676393	0.0002645551461676393	0.0057810198607002655	.
45	mafb+nrl	.	0.00035116171696727175	0.00035116171696727175	0.007399479036096084	.
45	neurod1	.	0.00039976799613554605	0.00039976799613554605	0.007642438091721426	.
45	myod1	.	0.00041009851510027387	0.00041009851510027387	0.007642438091721426	.
45	srebf1	.	0.000394927500638093	0.000394927500638093	0.007642438091721426	.
45	mybl2a	.	0.0004145051168391282	0.0004145051168391282	0.007642438091721426	.
45	myb	.	0.0004724677191852428	0.0004724677191852428	0.008291614480585392	.
45	hey1+heyl	.	0.00047782185142356497	0.00047782185142356497	0.008291614480585392	.
45	hey2	.	0.0004976470924618477	0.0004976470924618477	0.008388908130071147	.
45	ybx1	.	0.000586785267388262	0.000586785267388262	0.009616758548863182	.
45	sox19a+sox19b+sox3	.	0.00064489301839721	0.00064489301839721	0.010283429212279835	.
45	sox6	.	0.0006641044203184811	0.0006641044203184811	0.010311094947050101	.
45	hic1l+hic2	.	0.0008350153926814469	0.0008350153926814469	0.012552777748508992	.
45	sox2	.	0.0008510357795599317	0.0008510357795599317	0.012552777748508992	.
45	max+si:ch73-59f11.3	.	0.0009170696598915434	0.0009170696598915434	0.013196856081366112	.
45	si:dkey-229b18.3+snai2	.	0.0009546131895909506	0.0009546131895909506	0.013410042425206211	.
45	snai1a	.	0.0010606156093358118	0.0010606156093358118	0.014552632779258813	.
45	nkx2.4a+nkx2.4b	.	0.0010978020719039233	0.0010978020719039233	0.014720527782348062	.
45	mlxipl	.	0.0011790196731805806	0.0011790196731805806	0.015458257937256501	.
45	hbp1	.	0.001215218620875703	0.001215218620875703	0.015586499702536189	.
45	mxi1	.	0.0012858379504490196	0.0012858379504490196	0.015630563223969846	.
45	neurod2	.	0.0012981315219907162	0.0012981315219907162	0.015630563223969846	.
45	mlx	.	0.0012550510252066327	0.0012550510252066327	0.015630563223969846	.
45	nr5a1a+nr5a2+nr5a5	.	0.0013348101224464107	0.0013348101224464107	0.015750759444867646	.
45	sox10	.	0.00145496915570664	0.00145496915570664	0.0168319961150376	.
45	mnta+mntb	.	0.0015535580617665936	0.0015535580617665936	0.01762690877773635	.
45	mycn	.	0.0016852509686591823	0.0016852509686591823	0.01876034097186637	.
45	tbx5a+tbx5b	.	0.0017946080674606578	0.0017946080674606578	0.019607754811144223	.
45	smad10a+smad4a	.	0.0019307308366390266	0.0019307308366390266	0.020711476247582284	.
45	snai1b+snai3	.	0.0020088507647363905	0.0020088507647363905	0.020794762193784955	.
45	myca+mych	.	0.002032546874557003	0.002032546874557003	0.020794762193784955	.
45	fosaa+fosab+fosl1a	.	0.0020442308597280125	0.0020442308597280125	0.020794762193784955	.
45	id4	.	0.002169770472160238	0.002169770472160238	0.02169770472160238	.
45	zeb1a+zeb1b	.	0.0023540831941401487	0.0023540831941401487	0.022769001385945703	.
45	cxxc1a+cxxc1b+mbd1a+mbd1b	.	0.002320808341733875	0.002320808341733875	0.022769001385945703	.
45	myf6+ttf1.4	.	0.002444544248331975	0.002444544248331975	0.023262598492191373	.
45	tcf7	.	0.0024951919210359063	0.0024951919210359063	0.023367670371606107	.
45	foxo1a+foxo1b	.	0.002713359660710481	0.002713359660710481	0.025013784372174747	.
45	nkx3.3-1	.	0.0028360342096042847	0.0028360342096042847	0.025197633880452826	.
45	sox9a+sox9b	.	0.0028597928872577676	0.0028597928872577676	0.025197633880452826	.
45	arnt2	.	0.002861426220322609	0.002861426220322609	0.025197633880452826	.
